,id,geoid,population,below50pov,below125pov,below150pov,below185pov,below200pov,below300pov,below400pov,below500pov
63891,1400000US48191950500,"Census Tract 9505, Hall County, Texas",2993,277,841,1301,1615,1735,2237,2459,2690
63892,1400000US48193950100,"Census Tract 9501, Hamilton County, Texas",2549,55,649,902,1078,1100,1671,1884,2183
63893,1400000US48193950200,"Census Tract 9502, Hamilton County, Texas",2245,74,189,219,403,455,910,1360,1619
63894,1400000US48193950300,"Census Tract 9503, Hamilton County, Texas",3299,4,1053,1138,1384,1446,2100,2354,2727
63895,1400000US48195950100,"Census Tract 9501, Hansford County, Texas",1781,13,437,478,568,621,1279,1342,1493
63896,1400000US48195950300,"Census Tract 9503, Hansford County, Texas",3664,324,1343,1435,1724,1934,2594,2782,3134
63897,1400000US48197950100,"Census Tract 9501, Hardeman County, Texas",3920,308,798,1031,1338,1594,2447,2956,3361
63898,1400000US48199030100,"Census Tract 301, Hardin County, Texas",3311,280,699,1117,1271,1516,1975,2456,2919
63899,1400000US48199030200,"Census Tract 302, Hardin County, Texas",6337,297,856,940,1205,1205,2657,3501,4426
63900,1400000US48199030300,"Census Tract 303, Hardin County, Texas",11163,897,1706,2050,2241,2562,5022,6547,7508
63901,1400000US48199030400,"Census Tract 304, Hardin County, Texas",2006,154,443,535,701,701,1079,1228,1471
63902,1400000US48199030501,"Census Tract 305.01, Hardin County, Texas",4525,246,422,585,856,856,1711,2312,2909
63903,1400000US48199030502,"Census Tract 305.02, Hardin County, Texas",8463,601,1237,1369,1661,1693,2885,4318,5640
63904,1400000US48199030600,"Census Tract 306, Hardin County, Texas",4182,293,596,870,1159,1221,2020,2517,2849
63905,1400000US48199030700,"Census Tract 307, Hardin County, Texas",3890,181,656,841,1056,1355,2465,2899,3080
63906,1400000US48199030800,"Census Tract 308, Hardin County, Texas",3807,274,888,931,1305,1366,2088,2727,3031
63907,1400000US48199030900,"Census Tract 309, Hardin County, Texas",4478,157,582,879,1096,1459,2306,3117,3655
63908,1400000US48199031000,"Census Tract 310, Hardin County, Texas",3906,225,615,772,1064,1197,1938,2654,3014
63909,1400000US48201100000,"Census Tract 1000, Harris County, Texas",4953,482,865,997,1132,1145,1415,1822,2306
63910,1400000US48201210100,"Census Tract 2101, Harris County, Texas",72,0,0,0,0,0,0,8,21
63911,1400000US48201210400,"Census Tract 2104, Harris County, Texas",4422,768,1737,2122,2519,2579,3377,3838,4235
63912,1400000US48201210500,"Census Tract 2105, Harris County, Texas",5524,743,1480,2156,2994,3103,4217,4925,5324
63913,1400000US48201210600,"Census Tract 2106, Harris County, Texas",5327,274,1080,1204,1875,1875,2687,3284,3669
63914,1400000US48201210700,"Census Tract 2107, Harris County, Texas",2453,231,798,1052,1329,1530,1763,2068,2200
63915,1400000US48201210800,"Census Tract 2108, Harris County, Texas",2454,526,1147,1214,1339,1372,1947,2226,2386
63916,1400000US48201210900,"Census Tract 2109, Harris County, Texas",1320,96,391,525,692,833,1131,1157,1188
63917,1400000US48201211000,"Census Tract 2110, Harris County, Texas",1989,259,757,927,1003,1036,1607,1799,1857
63918,1400000US48201211100,"Census Tract 2111, Harris County, Texas",5322,645,2536,2838,3500,3532,4531,4794,5161
63919,1400000US48201211200,"Census Tract 2112, Harris County, Texas",2211,536,882,1014,1306,1334,1506,2140,2140
63920,1400000US48201211300,"Census Tract 2113, Harris County, Texas",5292,698,2296,3056,3618,3718,4487,4718,5123
63921,1400000US48201211400,"Census Tract 2114, Harris County, Texas",3890,729,1851,2088,2402,2452,2910,3206,3395
63922,1400000US48201211500,"Census Tract 2115, Harris County, Texas",6523,589,2394,2965,3803,3893,5454,6102,6348
63923,1400000US48201211600,"Census Tract 2116, Harris County, Texas",3054,306,1004,1077,1493,1845,2357,2774,2887
63924,1400000US48201211700,"Census Tract 2117, Harris County, Texas",4142,303,1355,1969,2409,2512,3385,3656,3850
63925,1400000US48201211900,"Census Tract 2119, Harris County, Texas",5343,790,2406,3025,3493,3556,4444,4781,5132
63926,1400000US48201212300,"Census Tract 2123, Harris County, Texas",4351,527,1944,2192,2665,2857,3576,3747,3896
63927,1400000US48201212400,"Census Tract 2124, Harris County, Texas",3010,278,1033,1379,1710,1751,2414,2846,2888
63928,1400000US48201212500,"Census Tract 2125, Harris County, Texas",3987,797,1617,1713,2144,2144,3178,3623,3777
63929,1400000US48201220100,"Census Tract 2201, Harris County, Texas",2117,398,851,980,1116,1275,1716,1988,1996
63930,1400000US48201220200,"Census Tract 2202, Harris County, Texas",2646,349,874,976,1368,1434,1821,2204,2442
63931,1400000US48201220300,"Census Tract 2203, Harris County, Texas",4437,196,1333,1795,2448,2488,3227,3943,4136
63932,1400000US48201220400,"Census Tract 2204, Harris County, Texas",4253,597,1901,2030,2392,2462,3479,3853,4027
63933,1400000US48201220500,"Census Tract 2205, Harris County, Texas",3377,390,1982,2401,2767,2804,3005,3255,3326
63934,1400000US48201220600,"Census Tract 2206, Harris County, Texas",4083,565,2029,2205,2648,2835,3678,3752,3984
63935,1400000US48201220700,"Census Tract 2207, Harris County, Texas",6419,1436,3559,3785,4424,4736,5777,6324,6383
63936,1400000US48201220800,"Census Tract 2208, Harris County, Texas",4089,1347,2670,2712,3100,3139,3620,4073,4081
63937,1400000US48201220900,"Census Tract 2209, Harris County, Texas",1751,152,594,722,984,1218,1473,1602,1745
63938,1400000US48201221000,"Census Tract 2210, Harris County, Texas",4214,795,2034,2467,2722,3070,3560,3801,4097
63939,1400000US48201221100,"Census Tract 2211, Harris County, Texas",3694,289,1614,2248,2506,2736,2961,3381,3592
63940,1400000US48201221200,"Census Tract 2212, Harris County, Texas",6473,538,2350,2805,3297,3789,5206,5877,6158
63941,1400000US48201221300,"Census Tract 2213, Harris County, Texas",9917,689,3356,3570,4664,5020,7771,8934,9393
63942,1400000US48201221400,"Census Tract 2214, Harris County, Texas",5991,923,2148,2756,3556,3871,4914,5770,5959
63943,1400000US48201221500,"Census Tract 2215, Harris County, Texas",8268,1672,3769,4496,5345,5967,7075,7585,8084
63944,1400000US48201221600,"Census Tract 2216, Harris County, Texas",9403,1981,3576,4424,5155,5306,6929,8425,8906
63945,1400000US48201221700,"Census Tract 2217, Harris County, Texas",7898,1316,1845,3078,4523,5106,7021,7536,7729
63946,1400000US48201221800,"Census Tract 2218, Harris County, Texas",4058,776,1977,2394,2879,2975,3670,4007,4034
63947,1400000US48201221900,"Census Tract 2219, Harris County, Texas",5151,653,2220,2267,2777,2945,4501,4791,5113
63948,1400000US48201222000,"Census Tract 2220, Harris County, Texas",2327,231,1006,1063,1375,1397,1972,2116,2268
63949,1400000US48201222100,"Census Tract 2221, Harris County, Texas",5504,485,2610,2750,3787,4015,4611,5083,5347
63950,1400000US48201222200,"Census Tract 2222, Harris County, Texas",3609,533,1354,1647,2013,2124,3002,3288,3485
63951,1400000US48201222300,"Census Tract 2223, Harris County, Texas",5023,648,1916,2177,2877,3284,4353,4769,4913
63952,1400000US48201222401,"Census Tract 2224.01, Harris County, Texas",3368,205,1197,1740,2096,2151,2749,3005,3281
63953,1400000US48201222402,"Census Tract 2224.02, Harris County, Texas",6013,783,2576,2964,3398,3568,4532,5448,5854
63954,1400000US48201222501,"Census Tract 2225.01, Harris County, Texas",3834,832,2021,2839,3200,3318,3467,3731,3789
63955,1400000US48201222502,"Census Tract 2225.02, Harris County, Texas",4022,437,1378,1859,2092,2356,3314,3583,3821
63956,1400000US48201222503,"Census Tract 2225.03, Harris County, Texas",7729,837,3422,4228,5360,5691,7179,7481,7581
63957,1400000US48201222600,"Census Tract 2226, Harris County, Texas",5062,739,2737,3296,3900,4073,4766,4874,4970
63958,1400000US48201222700,"Census Tract 2227, Harris County, Texas",6011,1899,3046,3391,3959,4277,5664,5753,5901
63959,1400000US48201222800,"Census Tract 2228, Harris County, Texas",3134,410,1502,1686,2101,2364,2712,2823,2942
63960,1400000US48201222900,"Census Tract 2229, Harris County, Texas",8011,484,2414,3561,3841,4305,5667,7069,7763
63961,1400000US48201223001,"Census Tract 2230.01, Harris County, Texas",4195,588,1438,1699,2041,2170,3319,3886,4063
63962,1400000US48201223002,"Census Tract 2230.02, Harris County, Texas",3868,514,2064,2595,3010,3020,3340,3577,3821
63963,1400000US48201223100,"Census Tract 2231, Harris County, Texas",2295,169,615,756,838,954,1691,2001,2174
63964,1400000US48201230100,"Census Tract 2301, Harris County, Texas",1229,164,352,395,629,695,785,957,1087
63965,1400000US48201230200,"Census Tract 2302, Harris County, Texas",5303,592,1742,2482,3006,3068,4082,4528,4780
63966,1400000US48201230300,"Census Tract 2303, Harris County, Texas",2460,229,942,978,1205,1273,1834,2116,2158
63967,1400000US48201230400,"Census Tract 2304, Harris County, Texas",3319,287,1262,1730,1882,2101,2757,3012,3166
63968,1400000US48201230500,"Census Tract 2305, Harris County, Texas",3623,399,1322,1506,1868,1868,2779,3165,3467
63969,1400000US48201230600,"Census Tract 2306, Harris County, Texas",2728,488,1121,1297,1666,1736,2211,2445,2511
63970,1400000US48201230700,"Census Tract 2307, Harris County, Texas",2757,518,1242,1423,1647,1692,2314,2510,2574
63971,1400000US48201230800,"Census Tract 2308, Harris County, Texas",2317,88,835,1214,1267,1395,1802,2199,2287
63972,1400000US48201230900,"Census Tract 2309, Harris County, Texas",4107,599,2130,2390,2771,2865,3503,3752,3930
63973,1400000US48201231000,"Census Tract 2310, Harris County, Texas",4671,520,1014,1526,2368,2415,3282,4122,4469
63974,1400000US48201231100,"Census Tract 2311, Harris County, Texas",5010,702,1973,2326,2465,2620,4153,4510,4722
63975,1400000US48201231200,"Census Tract 2312, Harris County, Texas",7409,675,2721,2881,3797,4236,5681,7129,7336
63976,1400000US48201231300,"Census Tract 2313, Harris County, Texas",4496,681,1591,1798,2075,2560,3290,3732,4162
63977,1400000US48201231400,"Census Tract 2314, Harris County, Texas",2742,473,916,1061,1148,1237,2009,2261,2444
63978,1400000US48201231500,"Census Tract 2315, Harris County, Texas",3000,219,1331,1594,1823,1873,2425,2800,2921
63979,1400000US48201231600,"Census Tract 2316, Harris County, Texas",3350,153,818,1230,1781,1796,2346,2842,3093
63980,1400000US48201231700,"Census Tract 2317, Harris County, Texas",3640,380,1701,1942,2372,2498,3323,3592,3592
63981,1400000US48201231800,"Census Tract 2318, Harris County, Texas",3091,316,925,1226,1411,1652,2312,2779,2862
63982,1400000US48201231900,"Census Tract 2319, Harris County, Texas",7574,363,1784,2460,3203,3560,6442,6919,7247
63983,1400000US48201232000,"Census Tract 2320, Harris County, Texas",4420,157,1261,1652,2476,2707,3278,3627,4004
63984,1400000US48201232100,"Census Tract 2321, Harris County, Texas",3583,403,1665,1891,2228,2600,2993,3314,3439
63985,1400000US48201232200,"Census Tract 2322, Harris County, Texas",16474,1129,2155,2449,3467,3739,5602,7479,9150
63986,1400000US48201232301,"Census Tract 2323.01, Harris County, Texas",12830,1747,3687,5322,6353,7025,9672,10950,11855
63987,1400000US48201232302,"Census Tract 2323.02, Harris County, Texas",12014,374,1805,2608,3115,3902,6029,8308,10116
63988,1400000US48201232401,"Census Tract 2324.01, Harris County, Texas",9255,509,1331,1622,2491,2622,5125,6837,7738
63989,1400000US48201232402,"Census Tract 2324.02, Harris County, Texas",4121,232,903,1080,1468,1682,2587,3591,3713
63990,1400000US48201232403,"Census Tract 2324.03, Harris County, Texas",4674,369,1419,1767,2022,2130,3101,3577,4077
63991,1400000US48201232500,"Census Tract 2325, Harris County, Texas",2872,154,1058,1342,1619,1659,2471,2589,2682
63992,1400000US48201232600,"Census Tract 2326, Harris County, Texas",3138,148,600,765,1046,1088,1709,2447,2678
63993,1400000US48201232701,"Census Tract 2327.01, Harris County, Texas",7723,1109,2758,3607,4469,4740,6322,7306,7485
63994,1400000US48201232702,"Census Tract 2327.02, Harris County, Texas",5323,605,1727,2224,2520,2924,4036,4465,4880
63995,1400000US48201232800,"Census Tract 2328, Harris County, Texas",5464,265,1061,1464,1857,2171,3633,4648,5068
63996,1400000US48201232900,"Census Tract 2329, Harris County, Texas",7278,557,1223,1859,3086,3350,4362,5393,6151
63997,1400000US48201233001,"Census Tract 2330.01, Harris County, Texas",4161,485,954,1097,2172,2496,3092,3358,3642
63998,1400000US48201233002,"Census Tract 2330.02, Harris County, Texas",4992,116,257,357,357,525,2374,3153,3878
63999,1400000US48201233003,"Census Tract 2330.03, Harris County, Texas",2555,135,343,393,433,463,1287,1659,2041
64000,1400000US48201233101,"Census Tract 2331.01, Harris County, Texas",4458,342,1978,2374,2654,2829,3888,3964,4104
64001,1400000US48201233102,"Census Tract 2331.02, Harris County, Texas",7081,1136,3553,4050,4495,4729,5948,6541,6793
64002,1400000US48201233103,"Census Tract 2331.03, Harris County, Texas",5515,830,2594,2897,3402,3568,4703,5075,5398
64003,1400000US48201233200,"Census Tract 2332, Harris County, Texas",6558,386,898,2016,3296,3376,5050,5723,6116
64004,1400000US48201233300,"Census Tract 2333, Harris County, Texas",4263,300,1298,1378,2074,2218,3443,3915,4059
64005,1400000US48201233400,"Census Tract 2334, Harris County, Texas",2554,177,965,1181,1448,1518,2010,2335,2474
64006,1400000US48201233500,"Census Tract 2335, Harris County, Texas",8018,497,1931,2687,3990,4130,5848,6527,7183
64007,1400000US48201233600,"Census Tract 2336, Harris County, Texas",2207,144,1267,1388,1483,1514,1706,2067,2089
64008,1400000US48201233701,"Census Tract 2337.01, Harris County, Texas",5414,545,2019,2538,2967,3311,4079,4437,4804
64009,1400000US48201233702,"Census Tract 2337.02, Harris County, Texas",2991,372,1078,1320,1503,1539,2220,2538,2655
64010,1400000US48201233703,"Census Tract 2337.03, Harris County, Texas",2510,224,631,910,1026,1101,1528,2200,2358
64011,1400000US48201240100,"Census Tract 2401, Harris County, Texas",3959,309,1593,1990,2527,2680,3505,3843,3902
64012,1400000US48201240400,"Census Tract 2404, Harris County, Texas",8300,2076,2434,2853,4103,4372,6256,6597,6890
64013,1400000US48201240501,"Census Tract 2405.01, Harris County, Texas",6668,989,2649,3560,4170,4463,5609,6182,6604
64014,1400000US48201240502,"Census Tract 2405.02, Harris County, Texas",5979,799,2885,3744,4353,4813,5626,5778,5859
64015,1400000US48201240600,"Census Tract 2406, Harris County, Texas",2790,939,1681,1977,2096,2162,2671,2768,2775
64016,1400000US48201240701,"Census Tract 2407.01, Harris County, Texas",13965,1403,3301,4512,5443,6015,9250,10448,11698
64017,1400000US48201240702,"Census Tract 2407.02, Harris County, Texas",14017,814,2170,4266,5403,6837,9625,11519,12706
64018,1400000US48201240801,"Census Tract 2408.01, Harris County, Texas",5448,421,1465,1797,2322,2528,3820,4808,5045
64019,1400000US48201240802,"Census Tract 2408.02, Harris County, Texas",6830,392,1107,1786,2875,2998,4440,5735,6154
64020,1400000US48201240901,"Census Tract 2409.01, Harris County, Texas",11264,82,1429,2380,2957,3356,5793,7241,9333
64021,1400000US48201240902,"Census Tract 2409.02, Harris County, Texas",16658,257,2301,2954,4638,4869,7580,11302,14786
64022,1400000US48201241000,"Census Tract 2410, Harris County, Texas",9354,284,2029,2935,3607,3671,5805,7358,8433
64023,1400000US48201241101,"Census Tract 2411.01, Harris County, Texas",5005,115,897,897,1221,1378,2557,3351,3915
64024,1400000US48201241102,"Census Tract 2411.02, Harris County, Texas",12755,398,1513,1675,3282,3566,6361,8763,9740
64025,1400000US48201241103,"Census Tract 2411.03, Harris County, Texas",4277,495,721,772,1515,1675,2814,3484,3670
64026,1400000US48201241200,"Census Tract 2412, Harris County, Texas",8151,224,1355,2255,3060,3179,4337,5579,7002
64027,1400000US48201241300,"Census Tract 2413, Harris County, Texas",12064,274,839,909,1142,1142,2652,4650,6849
64028,1400000US48201241400,"Census Tract 2414, Harris County, Texas",9796,1068,1476,1476,1647,1971,4179,5550,7287
64029,1400000US48201241500,"Census Tract 2415, Harris County, Texas",7833,618,2125,2539,3314,3463,5211,6566,7271
64030,1400000US48201250100,"Census Tract 2501, Harris County, Texas",9099,187,397,1062,2433,2433,3169,5269,6958
64031,1400000US48201250200,"Census Tract 2502, Harris County, Texas",10961,561,2253,2819,3837,4012,6375,8665,9813
64032,1400000US48201250301,"Census Tract 2503.01, Harris County, Texas",9756,603,1568,2067,2755,3147,4945,6367,7879
64033,1400000US48201250302,"Census Tract 2503.02, Harris County, Texas",11363,181,555,996,1558,1701,3483,6420,7798
64034,1400000US48201250401,"Census Tract 2504.01, Harris County, Texas",12679,484,1349,1748,2637,2649,3978,5840,8202
64035,1400000US48201250402,"Census Tract 2504.02, Harris County, Texas",22524,205,1301,1796,2469,2677,4620,7410,9163
64036,1400000US48201250500,"Census Tract 2505, Harris County, Texas",6378,196,978,1046,1190,1401,2333,4045,4848
64037,1400000US48201250600,"Census Tract 2506, Harris County, Texas",7583,894,2464,2879,3500,3899,5346,6302,6781
64038,1400000US48201250701,"Census Tract 2507.01, Harris County, Texas",5768,127,323,730,846,918,2235,2873,3879
64039,1400000US48201250702,"Census Tract 2507.02, Harris County, Texas",4745,79,399,423,576,604,917,1638,2625
64040,1400000US48201250800,"Census Tract 2508, Harris County, Texas",8874,216,330,394,514,891,2211,3553,4451
64041,1400000US48201250900,"Census Tract 2509, Harris County, Texas",9572,33,187,388,597,607,1755,2194,2874
64042,1400000US48201251000,"Census Tract 2510, Harris County, Texas",2693,75,245,262,295,340,544,790,1112
64043,1400000US48201251100,"Census Tract 2511, Harris County, Texas",7077,220,455,760,1372,1917,2618,3674,4052
64044,1400000US48201251200,"Census Tract 2512, Harris County, Texas",6889,278,1189,1672,2278,2297,2796,4287,5074
64045,1400000US48201251300,"Census Tract 2513, Harris County, Texas",7054,182,282,367,586,586,1082,2790,3641
64046,1400000US48201251401,"Census Tract 2514.01, Harris County, Texas",2981,87,283,325,462,470,863,1058,1615
64047,1400000US48201251402,"Census Tract 2514.02, Harris County, Texas",6266,585,1144,1326,1961,2096,2995,3606,4594
64048,1400000US48201251501,"Census Tract 2515.01, Harris County, Texas",6002,69,141,141,195,238,1072,1607,2482
64049,1400000US48201251502,"Census Tract 2515.02, Harris County, Texas",9242,50,215,215,321,379,849,1770,2854
64050,1400000US48201251503,"Census Tract 2515.03, Harris County, Texas",2390,55,179,199,202,371,442,786,1160
64051,1400000US48201251600,"Census Tract 2516, Harris County, Texas",6587,310,386,454,964,992,2123,2919,3890
64052,1400000US48201251700,"Census Tract 2517, Harris County, Texas",8475,864,1964,2339,2909,3020,4583,5693,6199
64053,1400000US48201251800,"Census Tract 2518, Harris County, Texas",2047,28,140,157,406,520,821,1223,1461
64054,1400000US48201251901,"Census Tract 2519.01, Harris County, Texas",10810,449,1167,1431,2332,2423,3776,5505,6530
64055,1400000US48201251902,"Census Tract 2519.02, Harris County, Texas",6233,88,293,529,623,672,1393,2606,3414
64056,1400000US48201252000,"Census Tract 2520, Harris County, Texas",21360,119,1037,1255,1688,1980,3670,6659,9066
64057,1400000US48201252100,"Census Tract 2521, Harris County, Texas",2392,65,458,669,932,932,1214,1543,1946
64058,1400000US48201252200,"Census Tract 2522, Harris County, Texas",9946,405,983,2672,3296,3519,6429,7084,7761
64059,1400000US48201252301,"Census Tract 2523.01, Harris County, Texas",9234,332,1549,2396,3168,3424,4570,7046,7936
64060,1400000US48201252302,"Census Tract 2523.02, Harris County, Texas",14935,955,3069,4186,4925,5122,8729,11345,12409
64061,1400000US48201252400,"Census Tract 2524, Harris County, Texas",6461,67,1599,1943,2522,2711,4139,4841,5816
64062,1400000US48201252500,"Census Tract 2525, Harris County, Texas",4194,230,1421,1602,1819,1910,2390,3476,3529
64063,1400000US48201252600,"Census Tract 2526, Harris County, Texas",8820,1653,3164,3484,4082,4269,6395,7641,7843
64064,1400000US48201252700,"Census Tract 2527, Harris County, Texas",4058,371,857,1286,1779,1902,2602,2782,3290
64065,1400000US48201252800,"Census Tract 2528, Harris County, Texas",7056,507,1554,1633,2024,2272,4045,4915,5244
64066,1400000US48201252900,"Census Tract 2529, Harris County, Texas",8868,434,1311,1533,2615,2816,4397,5257,6825
64067,1400000US48201253000,"Census Tract 2530, Harris County, Texas",4466,227,1314,1491,1856,2246,2590,3201,3693
64068,1400000US48201253100,"Census Tract 2531, Harris County, Texas",12324,185,601,703,929,1025,2850,5646,7906
64069,1400000US48201253200,"Census Tract 2532, Harris County, Texas",9933,679,1580,1824,2618,2851,4645,6006,7036
64070,1400000US48201253300,"Census Tract 2533, Harris County, Texas",3500,41,258,304,359,378,1626,1997,2216
64071,1400000US48201253400,"Census Tract 2534, Harris County, Texas",519,31,89,110,147,188,316,417,459
64072,1400000US48201253500,"Census Tract 2535, Harris County, Texas",9702,1561,2580,2890,3307,3571,5814,7363,8028
64073,1400000US48201253600,"Census Tract 2536, Harris County, Texas",6647,409,1635,2381,2943,3078,4098,4670,5637
64074,1400000US48201253700,"Census Tract 2537, Harris County, Texas",5509,294,915,1321,1936,2018,3408,4278,4720
64075,1400000US48201253800,"Census Tract 2538, Harris County, Texas",8007,299,1052,1880,2458,2598,4430,5525,6560
64076,1400000US48201253900,"Census Tract 2539, Harris County, Texas",3854,182,883,1014,1371,1466,1986,2715,3248
64077,1400000US48201254000,"Census Tract 2540, Harris County, Texas",4032,70,828,837,879,1021,2307,2532,2954
64078,1400000US48201254100,"Census Tract 2541, Harris County, Texas",5102,441,1181,1696,2588,2719,3848,4444,4671
64079,1400000US48201254200,"Census Tract 2542, Harris County, Texas",2616,134,862,893,1151,1177,1832,2249,2377
64080,1400000US48201254300,"Census Tract 2543, Harris County, Texas",5110,406,1390,1542,1783,1829,3444,4131,4610
64081,1400000US48201254400,"Census Tract 2544, Harris County, Texas",2971,443,1068,1483,1641,1750,2216,2664,2753
64082,1400000US48201254500,"Census Tract 2545, Harris County, Texas",1887,154,549,635,769,820,1153,1390,1549
64083,1400000US48201254600,"Census Tract 2546, Harris County, Texas",3678,164,737,868,1562,1771,2104,2867,3111
64084,1400000US48201254700,"Census Tract 2547, Harris County, Texas",2392,144,497,577,772,816,1262,1405,1608
64085,1400000US48201310100,"Census Tract 3101, Harris County, Texas",5346,318,1909,2117,2363,2574,2816,3089,3594
64086,1400000US48201310200,"Census Tract 3102, Harris County, Texas",1912,65,94,94,145,166,301,414,580
64087,1400000US48201310300,"Census Tract 3103, Harris County, Texas",4816,117,1145,1421,1782,1934,3014,3887,4113
64088,1400000US48201310400,"Census Tract 3104, Harris County, Texas",3430,269,1844,1989,2123,2123,2730,2976,3144
64089,1400000US48201310500,"Census Tract 3105, Harris County, Texas",4439,363,1497,1589,2080,2329,3411,4058,4281
64090,1400000US48201310600,"Census Tract 3106, Harris County, Texas",5395,479,1628,2122,2637,2651,3750,4300,4883
64091,1400000US48201310700,"Census Tract 3107, Harris County, Texas",4555,683,2115,2227,2369,2417,2961,3590,3908
64092,1400000US48201310800,"Census Tract 3108, Harris County, Texas",2643,232,739,1006,1208,1281,1939,2126,2287
64093,1400000US48201310900,"Census Tract 3109, Harris County, Texas",5442,570,2236,2880,3094,3427,4336,4828,4932
64094,1400000US48201311000,"Census Tract 3110, Harris County, Texas",5754,468,2470,2820,3460,3460,4383,5167,5502
64095,1400000US48201311100,"Census Tract 3111, Harris County, Texas",5294,292,1811,2322,3004,3373,4318,4806,5036
64096,1400000US48201311200,"Census Tract 3112, Harris County, Texas",4898,456,1446,2110,2536,2717,3798,4167,4478
64097,1400000US48201311300,"Census Tract 3113, Harris County, Texas",4915,729,1634,2074,2634,3071,3547,4034,4388
64098,1400000US48201311400,"Census Tract 3114, Harris County, Texas",1667,113,488,603,707,791,1336,1449,1578
64099,1400000US48201311500,"Census Tract 3115, Harris County, Texas",7524,569,2327,2418,2837,3117,5981,6331,7277
64100,1400000US48201311600,"Census Tract 3116, Harris County, Texas",3906,210,1530,1946,2347,2378,3313,3826,3843
64101,1400000US48201311700,"Census Tract 3117, Harris County, Texas",5688,966,2370,3090,3553,3713,4342,4825,5165
64102,1400000US48201311800,"Census Tract 3118, Harris County, Texas",4559,760,1973,2468,2672,2745,3501,3812,4187
64103,1400000US48201311900,"Census Tract 3119, Harris County, Texas",2447,236,712,969,1159,1212,1651,1926,2197
64104,1400000US48201312000,"Census Tract 3120, Harris County, Texas",1455,142,204,258,273,273,483,595,880
64105,1400000US48201312100,"Census Tract 3121, Harris County, Texas",0,0,0,0,0,0,0,0,0
64106,1400000US48201312200,"Census Tract 3122, Harris County, Texas",1939,324,1073,1158,1313,1313,1647,1830,1841
64107,1400000US48201312300,"Census Tract 3123, Harris County, Texas",1965,238,792,902,954,1036,1274,1441,1549
64108,1400000US48201312400,"Census Tract 3124, Harris County, Texas",2046,400,909,1133,1370,1413,1582,1811,1841
64109,1400000US48201312500,"Census Tract 3125, Harris County, Texas",3441,306,869,987,1025,1042,1245,1608,1776
64110,1400000US48201312600,"Census Tract 3126, Harris County, Texas",7990,1068,1531,1688,2101,2193,3124,3749,4661
64111,1400000US48201312700,"Census Tract 3127, Harris County, Texas",2069,148,286,319,679,693,919,1381,1522
64112,1400000US48201312800,"Census Tract 3128, Harris County, Texas",1820,622,1391,1410,1488,1501,1630,1745,1765
64113,1400000US48201312900,"Census Tract 3129, Harris County, Texas",3830,682,1153,1293,1395,1630,1979,2391,2679
64114,1400000US48201313000,"Census Tract 3130, Harris County, Texas",2722,296,637,925,1067,1107,1398,1990,2080
64115,1400000US48201313100,"Census Tract 3131, Harris County, Texas",3768,312,386,386,545,582,934,1269,1709
64116,1400000US48201313200,"Census Tract 3132, Harris County, Texas",3939,394,787,840,1014,1094,1462,1967,2323
64117,1400000US48201313300,"Census Tract 3133, Harris County, Texas",2475,344,914,974,1079,1124,1616,1764,2150
64118,1400000US48201313400,"Census Tract 3134, Harris County, Texas",2972,354,1116,1327,1710,1791,2333,2644,2736
64119,1400000US48201313500,"Census Tract 3135, Harris County, Texas",2787,601,1079,1146,1544,1670,2392,2559,2657
64120,1400000US48201313600,"Census Tract 3136, Harris County, Texas",4650,1150,2534,2678,2841,2891,3808,4181,4476
64121,1400000US48201313700,"Census Tract 3137, Harris County, Texas",2210,185,585,666,826,985,1424,1662,1832
64122,1400000US48201313800,"Census Tract 3138, Harris County, Texas",4427,631,1931,2253,2676,2676,3818,4027,4169
64123,1400000US48201313900,"Census Tract 3139, Harris County, Texas",4623,606,1072,1245,1574,1662,2180,3167,3478
64124,1400000US48201314001,"Census Tract 3140.01, Harris County, Texas",2583,320,473,496,539,539,1099,1517,1730
64125,1400000US48201314002,"Census Tract 3140.02, Harris County, Texas",6888,992,1583,1738,2026,2199,4122,5076,6018
64126,1400000US48201314300,"Census Tract 3143, Harris County, Texas",3890,265,1130,1239,1554,1712,2522,3236,3464
64127,1400000US48201314400,"Census Tract 3144, Harris County, Texas",3527,700,917,955,1049,1128,1630,2063,2554
64128,1400000US48201320100,"Census Tract 3201, Harris County, Texas",2771,183,908,1094,1420,1574,2023,2349,2414
64129,1400000US48201320200,"Census Tract 3202, Harris County, Texas",5437,100,1300,1830,2278,2278,3826,4412,4843
64130,1400000US48201320500,"Census Tract 3205, Harris County, Texas",4583,415,942,1051,1452,1538,2817,3413,4155
64131,1400000US48201320601,"Census Tract 3206.01, Harris County, Texas",2512,159,410,538,1000,1064,1733,1950,2258
64132,1400000US48201320602,"Census Tract 3206.02, Harris County, Texas",4960,471,2154,2417,2849,2930,3581,4327,4652
64133,1400000US48201320700,"Census Tract 3207, Harris County, Texas",4830,661,1401,1623,2019,2091,2907,3747,4109
64134,1400000US48201320800,"Census Tract 3208, Harris County, Texas",5135,340,1485,2175,2900,3101,3419,4511,4959
64135,1400000US48201320900,"Census Tract 3209, Harris County, Texas",7262,723,2027,3054,3297,3354,4101,5447,6337
64136,1400000US48201321000,"Census Tract 3210, Harris County, Texas",9523,55,1785,3111,3602,4513,6642,7732,8647
64137,1400000US48201321100,"Census Tract 3211, Harris County, Texas",8421,230,1318,1828,2383,2800,4523,5679,7190
