,id,geoid,population,below50pov,below125pov,below150pov,below185pov,below200pov,below300pov,below400pov,below500pov
64138,1400000US48201321200,"Census Tract 3212, Harris County, Texas",3999,185,1689,2239,2299,2331,3035,3311,3658
64139,1400000US48201321300,"Census Tract 3213, Harris County, Texas",6765,449,2462,2924,3442,3688,4810,5457,6212
64140,1400000US48201321401,"Census Tract 3214.01, Harris County, Texas",4719,432,1912,2055,2602,2965,3690,4347,4510
64141,1400000US48201321402,"Census Tract 3214.02, Harris County, Texas",4398,107,160,411,932,1232,2542,3333,3864
64142,1400000US48201321500,"Census Tract 3215, Harris County, Texas",3299,466,1138,1437,1592,1712,2794,3152,3257
64143,1400000US48201321600,"Census Tract 3216, Harris County, Texas",6913,232,818,1502,1978,2530,4092,4872,5899
64144,1400000US48201321700,"Census Tract 3217, Harris County, Texas",3435,82,234,488,802,1023,1652,2347,2951
64145,1400000US48201321800,"Census Tract 3218, Harris County, Texas",4155,271,801,1140,1535,1622,3339,3725,3938
64146,1400000US48201321900,"Census Tract 3219, Harris County, Texas",6006,249,1957,2490,2658,2778,4021,4601,5535
64147,1400000US48201322000,"Census Tract 3220, Harris County, Texas",4892,708,1874,2066,2972,3584,3975,4434,4820
64148,1400000US48201322100,"Census Tract 3221, Harris County, Texas",4246,282,1267,1626,1915,2043,3237,3798,4089
64149,1400000US48201322200,"Census Tract 3222, Harris County, Texas",1633,134,607,771,817,855,1279,1477,1540
64150,1400000US48201322600,"Census Tract 3226, Harris County, Texas",5516,339,1806,1929,2192,2351,3439,4421,4952
64151,1400000US48201322700,"Census Tract 3227, Harris County, Texas",7002,246,957,1759,2811,2834,5382,5999,6390
64152,1400000US48201322800,"Census Tract 3228, Harris County, Texas",6932,215,1495,1905,2848,3356,5474,6068,6277
64153,1400000US48201322900,"Census Tract 3229, Harris County, Texas",4069,109,672,1180,1876,2080,3412,3519,3683
64154,1400000US48201323000,"Census Tract 3230, Harris County, Texas",6804,872,3108,3714,4145,4285,5804,6023,6352
64155,1400000US48201323100,"Census Tract 3231, Harris County, Texas",4066,388,1659,2000,2615,2632,3199,3725,3853
64156,1400000US48201323200,"Census Tract 3232, Harris County, Texas",5727,388,1207,1542,1742,1764,2963,4101,4957
64157,1400000US48201323300,"Census Tract 3233, Harris County, Texas",3169,254,1333,1387,1662,1860,2310,2851,2951
64158,1400000US48201323400,"Census Tract 3234, Harris County, Texas",8636,270,1995,2726,3638,4207,7228,7829,8347
64159,1400000US48201323500,"Census Tract 3235, Harris County, Texas",5671,891,2620,3001,3586,3746,4538,5297,5385
64160,1400000US48201323600,"Census Tract 3236, Harris County, Texas",8547,396,1397,1810,2850,2902,4312,6102,6581
64161,1400000US48201323701,"Census Tract 3237.01, Harris County, Texas",4480,169,792,884,1264,1393,2041,3012,3753
64162,1400000US48201323702,"Census Tract 3237.02, Harris County, Texas",3183,104,574,795,966,1006,1974,2355,2480
64163,1400000US48201323801,"Census Tract 3238.01, Harris County, Texas",3820,31,572,670,1350,1438,2321,3058,3339
64164,1400000US48201323802,"Census Tract 3238.02, Harris County, Texas",4947,262,1653,1830,2019,2172,3256,4215,4499
64165,1400000US48201323900,"Census Tract 3239, Harris County, Texas",3892,460,1406,1600,1925,2024,2880,3369,3484
64166,1400000US48201324000,"Census Tract 3240, Harris County, Texas",5453,511,890,1123,1257,1391,2340,3159,3530
64167,1400000US48201324100,"Census Tract 3241, Harris County, Texas",5463,407,1658,2132,2876,3319,4194,4912,5069
64168,1400000US48201324200,"Census Tract 3242, Harris County, Texas",1069,67,414,510,565,574,808,917,966
64169,1400000US48201330100,"Census Tract 3301, Harris County, Texas",9506,958,1571,1596,3569,3735,6190,7635,8538
64170,1400000US48201330200,"Census Tract 3302, Harris County, Texas",4425,191,824,1237,1644,1888,3054,3813,4150
64171,1400000US48201330301,"Census Tract 3303.01, Harris County, Texas",8737,342,1131,1555,2443,2608,5248,7024,7740
64172,1400000US48201330302,"Census Tract 3303.02, Harris County, Texas",6526,751,1372,1759,2167,2853,4590,5479,6200
64173,1400000US48201330303,"Census Tract 3303.03, Harris County, Texas",4149,194,982,1583,1790,1907,2916,3027,3385
64174,1400000US48201330400,"Census Tract 3304, Harris County, Texas",4849,283,1487,1832,2445,2869,3468,4126,4379
64175,1400000US48201330500,"Census Tract 3305, Harris County, Texas",4817,410,995,1553,2448,2565,3786,4098,4330
64176,1400000US48201330600,"Census Tract 3306, Harris County, Texas",7129,582,2068,2256,2336,2380,3690,5674,6274
64177,1400000US48201330700,"Census Tract 3307, Harris County, Texas",9966,1196,2717,3114,4657,5392,7181,8157,8776
64178,1400000US48201330800,"Census Tract 3308, Harris County, Texas",13816,1462,1958,1975,2707,2809,5017,7281,8912
64179,1400000US48201330900,"Census Tract 3309, Harris County, Texas",13284,769,2908,4538,5766,6077,8072,9413,10733
64180,1400000US48201331100,"Census Tract 3311, Harris County, Texas",4295,773,1951,2178,2548,2709,3453,3813,3897
64181,1400000US48201331200,"Census Tract 3312, Harris County, Texas",3637,424,2137,2321,2417,2442,3136,3396,3564
64182,1400000US48201331300,"Census Tract 3313, Harris County, Texas",5184,475,1174,1955,2742,3074,3928,4235,4409
64183,1400000US48201331400,"Census Tract 3314, Harris County, Texas",2414,500,1684,1709,1805,1850,2012,2258,2258
64184,1400000US48201331500,"Census Tract 3315, Harris County, Texas",10198,556,1763,2832,3604,3783,5891,7888,9326
64185,1400000US48201331601,"Census Tract 3316.01, Harris County, Texas",6694,434,2259,2704,3348,3572,4483,4972,6238
64186,1400000US48201331602,"Census Tract 3316.02, Harris County, Texas",1946,122,673,673,914,918,1196,1504,1609
64187,1400000US48201331700,"Census Tract 3317, Harris County, Texas",4914,763,2271,2649,2892,3041,3329,4121,4427
64188,1400000US48201331800,"Census Tract 3318, Harris County, Texas",3985,552,1598,2205,2459,2485,3276,3560,3790
64189,1400000US48201331900,"Census Tract 3319, Harris County, Texas",3899,204,1071,1137,1436,1601,2480,3180,3468
64190,1400000US48201332000,"Census Tract 3320, Harris County, Texas",6756,1402,3412,3971,4188,4511,5454,6313,6617
64191,1400000US48201332100,"Census Tract 3321, Harris County, Texas",3537,288,1436,1821,2325,2545,3036,3365,3380
64192,1400000US48201332200,"Census Tract 3322, Harris County, Texas",4892,234,1636,1711,2796,2875,3913,4275,4473
64193,1400000US48201332300,"Census Tract 3323, Harris County, Texas",3165,254,1216,1555,1746,1917,2513,2655,2901
64194,1400000US48201332400,"Census Tract 3324, Harris County, Texas",4075,148,1258,1665,2017,2220,2941,3633,3912
64195,1400000US48201332500,"Census Tract 3325, Harris County, Texas",2949,316,790,1048,1465,1517,2154,2593,2773
64196,1400000US48201332600,"Census Tract 3326, Harris County, Texas",7359,437,2362,2995,3792,4006,4770,6532,6795
64197,1400000US48201332700,"Census Tract 3327, Harris County, Texas",2555,185,645,854,1127,1419,1682,2217,2422
64198,1400000US48201332800,"Census Tract 3328, Harris County, Texas",4883,642,2067,2601,3623,3809,4207,4434,4742
64199,1400000US48201332900,"Census Tract 3329, Harris County, Texas",5255,470,1769,2220,2991,3132,4402,4864,4984
64200,1400000US48201333000,"Census Tract 3330, Harris County, Texas",4015,296,822,1162,1663,1809,2787,3296,3714
64201,1400000US48201333100,"Census Tract 3331, Harris County, Texas",4374,528,1120,1542,1987,2037,2546,2984,3865
64202,1400000US48201333201,"Census Tract 3332.01, Harris County, Texas",4691,215,1395,1700,1890,2432,2981,3747,4247
64203,1400000US48201333202,"Census Tract 3332.02, Harris County, Texas",5949,609,1941,2334,2924,3456,4618,4886,5395
64204,1400000US48201333300,"Census Tract 3333, Harris County, Texas",10177,625,4018,4809,5584,6113,8213,9005,9623
64205,1400000US48201333500,"Census Tract 3335, Harris County, Texas",6236,1080,2003,2515,3345,3519,5203,5548,5747
64206,1400000US48201333600,"Census Tract 3336, Harris County, Texas",4452,258,718,1485,1701,1820,2305,2740,3442
64207,1400000US48201333700,"Census Tract 3337, Harris County, Texas",3551,252,987,1355,1775,2003,2641,3009,3212
64208,1400000US48201333800,"Census Tract 3338, Harris County, Texas",11520,424,2651,3281,4726,5122,7885,9174,10375
64209,1400000US48201333901,"Census Tract 3339.01, Harris County, Texas",10209,333,824,1495,1716,2221,4793,7097,8008
64210,1400000US48201333902,"Census Tract 3339.02, Harris County, Texas",9431,492,1722,1889,3136,3574,5159,7235,8108
64211,1400000US48201334001,"Census Tract 3340.01, Harris County, Texas",3746,324,866,1064,1587,1839,2655,3215,3421
64212,1400000US48201334002,"Census Tract 3340.02, Harris County, Texas",2338,67,213,358,411,507,937,1424,2054
64213,1400000US48201334003,"Census Tract 3340.03, Harris County, Texas",6478,347,907,1161,1876,1876,3282,4274,5501
64214,1400000US48201334100,"Census Tract 3341, Harris County, Texas",14703,1325,2392,3494,4510,5484,8359,10698,12310
64215,1400000US48201340100,"Census Tract 3401, Harris County, Texas",6957,284,1523,2007,2234,2479,4360,5504,6000
64216,1400000US48201340201,"Census Tract 3402.01, Harris County, Texas",1546,35,196,222,295,304,379,540,750
64217,1400000US48201340202,"Census Tract 3402.02, Harris County, Texas",5356,61,223,456,507,640,898,1563,2055
64218,1400000US48201340203,"Census Tract 3402.03, Harris County, Texas",3989,110,228,271,307,307,523,910,1245
64219,1400000US48201340301,"Census Tract 3403.01, Harris County, Texas",3878,18,49,79,136,136,292,363,520
64220,1400000US48201340302,"Census Tract 3403.02, Harris County, Texas",6728,100,294,717,775,775,1289,2359,3040
64221,1400000US48201340400,"Census Tract 3404, Harris County, Texas",1319,4,4,19,25,33,68,130,207
64222,1400000US48201340500,"Census Tract 3405, Harris County, Texas",6853,479,1517,1856,2445,2874,4057,4610,5463
64223,1400000US48201340600,"Census Tract 3406, Harris County, Texas",2508,28,80,120,143,218,494,988,1325
64224,1400000US48201340700,"Census Tract 3407, Harris County, Texas",8000,795,928,1430,1715,1942,3565,4901,5482
64225,1400000US48201340800,"Census Tract 3408, Harris County, Texas",5955,195,195,242,284,397,878,1672,2577
64226,1400000US48201340900,"Census Tract 3409, Harris County, Texas",4522,181,992,1047,1582,1646,2876,3523,4028
64227,1400000US48201341000,"Census Tract 3410, Harris County, Texas",8759,170,992,1348,1825,2144,3674,4844,6789
64228,1400000US48201341100,"Census Tract 3411, Harris County, Texas",4091,318,736,907,1156,1310,2099,3037,3305
64229,1400000US48201341201,"Census Tract 3412.01, Harris County, Texas",3913,264,1378,1473,1951,2145,2723,3132,3431
64230,1400000US48201341202,"Census Tract 3412.02, Harris County, Texas",4643,122,712,843,1016,1087,1455,2032,2646
64231,1400000US48201341301,"Census Tract 3413.01, Harris County, Texas",4928,554,1480,1724,1824,2038,2928,3445,3788
64232,1400000US48201341302,"Census Tract 3413.02, Harris County, Texas",2889,139,523,641,821,1164,1716,2081,2301
64233,1400000US48201341400,"Census Tract 3414, Harris County, Texas",4779,148,219,219,234,330,671,1062,1737
64234,1400000US48201341501,"Census Tract 3415.01, Harris County, Texas",6427,167,573,657,997,1153,1796,2678,3349
64235,1400000US48201341502,"Census Tract 3415.02, Harris County, Texas",4376,148,240,250,342,544,1311,1695,2074
64236,1400000US48201341600,"Census Tract 3416, Harris County, Texas",6755,264,1172,1315,1514,1514,2464,3271,3911
64237,1400000US48201341700,"Census Tract 3417, Harris County, Texas",3056,62,167,226,268,279,947,1510,1879
64238,1400000US48201341800,"Census Tract 3418, Harris County, Texas",2322,112,274,424,713,725,1116,1298,1460
64239,1400000US48201342001,"Census Tract 3420.01, Harris County, Texas",7044,11,71,135,426,516,1428,2579,3634
64240,1400000US48201342002,"Census Tract 3420.02, Harris County, Texas",3352,99,191,198,244,299,611,1266,1772
64241,1400000US48201342100,"Census Tract 3421, Harris County, Texas",4323,141,915,1082,1247,1247,1604,2629,3096
64242,1400000US48201342200,"Census Tract 3422, Harris County, Texas",3754,31,541,671,1066,1479,2345,3016,3352
64243,1400000US48201342300,"Census Tract 3423, Harris County, Texas",8234,585,1542,2051,2313,2391,4064,5808,6837
64244,1400000US48201342400,"Census Tract 3424, Harris County, Texas",3408,67,599,789,1058,1209,1953,2249,2404
64245,1400000US48201342500,"Census Tract 3425, Harris County, Texas",5533,57,374,739,1429,1445,2544,3122,3902
64246,1400000US48201342700,"Census Tract 3427, Harris County, Texas",4847,80,397,685,940,1079,2143,3091,3580
64247,1400000US48201342800,"Census Tract 3428, Harris County, Texas",8635,93,182,234,772,1158,1958,3460,4530
64248,1400000US48201342900,"Census Tract 3429, Harris County, Texas",6325,241,836,836,1108,1173,1886,3198,3874
64249,1400000US48201343000,"Census Tract 3430, Harris County, Texas",7043,88,1623,1915,2163,2182,3760,5046,5551
64250,1400000US48201343100,"Census Tract 3431, Harris County, Texas",4590,137,184,344,491,544,1416,2219,2696
64251,1400000US48201343200,"Census Tract 3432, Harris County, Texas",5037,73,198,246,366,587,1426,2087,2905
64252,1400000US48201343301,"Census Tract 3433.01, Harris County, Texas",4951,289,785,1050,1297,1628,1946,2977,3384
64253,1400000US48201343302,"Census Tract 3433.02, Harris County, Texas",4804,65,358,370,697,964,1839,2387,2962
64254,1400000US48201343600,"Census Tract 3436, Harris County, Texas",2867,216,618,896,946,1003,1361,1855,1951
64255,1400000US48201343700,"Census Tract 3437, Harris County, Texas",3924,284,768,1290,1386,1623,2484,3004,3269
64256,1400000US48201350100,"Census Tract 3501, Harris County, Texas",17513,636,1765,2192,3901,4191,5862,8427,11193
64257,1400000US48201350200,"Census Tract 3502, Harris County, Texas",8612,368,1709,2028,2331,2482,4120,5285,6814
64258,1400000US48201350300,"Census Tract 3503, Harris County, Texas",6731,469,797,940,940,1022,2319,3382,3838
64259,1400000US48201350400,"Census Tract 3504, Harris County, Texas",6744,297,1146,1499,1888,2196,4189,5451,6149
64260,1400000US48201350500,"Census Tract 3505, Harris County, Texas",7754,368,2191,2624,3304,3526,4971,5791,6700
64261,1400000US48201350601,"Census Tract 3506.01, Harris County, Texas",4979,45,451,638,1041,1232,1914,2780,3690
64262,1400000US48201350602,"Census Tract 3506.02, Harris County, Texas",9288,399,769,1054,1465,1465,2924,4366,5493
64263,1400000US48201350700,"Census Tract 3507, Harris County, Texas",2208,14,104,111,124,131,455,1260,1544
64264,1400000US48201350801,"Census Tract 3508.01, Harris County, Texas",5379,413,656,753,1249,1318,2463,3578,4403
64265,1400000US48201350802,"Census Tract 3508.02, Harris County, Texas",8601,403,966,1064,1236,2095,3262,4363,5243
64266,1400000US48201410100,"Census Tract 4101, Harris County, Texas",4811,434,1772,1793,2134,2185,2342,2976,3282
64267,1400000US48201410200,"Census Tract 4102, Harris County, Texas",5576,55,116,165,218,405,783,1140,1547
64268,1400000US48201410300,"Census Tract 4103, Harris County, Texas",2975,120,239,276,380,512,868,1014,1186
64269,1400000US48201410401,"Census Tract 4104.01, Harris County, Texas",4019,44,70,93,93,351,499,826,1059
64270,1400000US48201410402,"Census Tract 4104.02, Harris County, Texas",2433,80,195,252,262,284,465,561,765
64271,1400000US48201410500,"Census Tract 4105, Harris County, Texas",4560,129,369,408,699,825,1099,1391,2014
64272,1400000US48201410600,"Census Tract 4106, Harris County, Texas",4872,250,599,719,997,1053,1308,2090,2410
64273,1400000US48201410701,"Census Tract 4107.01, Harris County, Texas",4001,362,507,527,639,816,1131,1493,1980
64274,1400000US48201410702,"Census Tract 4107.02, Harris County, Texas",2283,267,468,539,606,625,802,943,1119
64275,1400000US48201410800,"Census Tract 4108, Harris County, Texas",4226,254,591,608,669,853,1116,1624,2281
64276,1400000US48201410900,"Census Tract 4109, Harris County, Texas",3198,92,388,414,465,563,742,1108,1372
64277,1400000US48201411000,"Census Tract 4110, Harris County, Texas",5175,183,530,618,772,878,1076,1585,2077
64278,1400000US48201411100,"Census Tract 4111, Harris County, Texas",3741,180,244,258,300,300,642,907,1163
64279,1400000US48201411200,"Census Tract 4112, Harris County, Texas",1871,100,267,318,346,354,377,401,541
64280,1400000US48201411300,"Census Tract 4113, Harris County, Texas",4594,244,397,435,784,870,1000,1460,1934
64281,1400000US48201411400,"Census Tract 4114, Harris County, Texas",2810,7,52,130,168,193,295,456,456
64282,1400000US48201411501,"Census Tract 4115.01, Harris County, Texas",7493,487,714,1075,1360,1390,2322,3010,3925
64283,1400000US48201411502,"Census Tract 4115.02, Harris County, Texas",4146,231,404,446,574,749,1046,1271,1949
64284,1400000US48201411600,"Census Tract 4116, Harris County, Texas",2425,37,115,124,268,277,385,432,540
64285,1400000US48201411700,"Census Tract 4117, Harris County, Texas",3476,115,150,237,237,251,707,1245,2166
64286,1400000US48201411800,"Census Tract 4118, Harris County, Texas",5447,86,351,385,492,540,956,1617,2124
64287,1400000US48201411900,"Census Tract 4119, Harris County, Texas",3168,168,491,555,555,612,748,1077,1280
64288,1400000US48201412000,"Census Tract 4120, Harris County, Texas",3870,139,242,242,317,317,407,613,687
64289,1400000US48201412100,"Census Tract 4121, Harris County, Texas",0,0,0,0,0,0,0,0,0
64290,1400000US48201412200,"Census Tract 4122, Harris County, Texas",5698,460,592,608,704,754,985,1421,1780
64291,1400000US48201412300,"Census Tract 4123, Harris County, Texas",7063,70,233,253,326,326,458,608,1030
64292,1400000US48201412400,"Census Tract 4124, Harris County, Texas",4759,0,77,128,156,156,312,440,630
