census_tract,cancer_percentage
48113016001,0.047
48113016002,0.05
48113016100,0.073
48113016201,0.048
48113016202,0.053
48113016301,0.040999999999999995
48113016302,0.047
48113016401,0.042
48113016406,0.045
48113016407,0.044000000000000004
48113016408,0.055
48113016409,0.062
48113016410,0.05
48113016411,0.045
48113016412,0.051
48113016413,0.045
48113016502,0.055
48113016509,0.062
48113016510,0.044000000000000004
48113016511,0.047
48113016513,0.073
48113016514,0.055999999999999994
48113016516,0.055
48113016517,0.063
48113016518,0.065
48113016519,0.077
48113016520,0.037000000000000005
48113016521,0.028999999999999998
48113016522,0.071
48113016523,0.066
48113016605,0.061
48113016606,0.055999999999999994
48113016607,0.033
48113016610,0.055999999999999994
48113016611,0.057
48113016612,0.052000000000000005
48113016615,0.044000000000000004
48113016616,0.044000000000000004
48113016617,0.068
48113016618,0.063
48113016619,0.061
48113016620,0.064
48113016621,0.042
48113016622,0.042
48113016623,0.045
48113016624,0.051
48113016625,0.043
48113016626,0.049
48113016701,0.062
48113016703,0.044000000000000004
48113016704,0.053
48113016705,0.047
48113016802,0.057999999999999996
48113016803,0.057999999999999996
48113016804,0.044000000000000004
48113016902,0.037000000000000005
48113016903,0.049
48113017001,0.053
48113017003,0.05
48113017004,0.04
48113017101,0.048
48113017102,0.047
48113017201,0.047
48113017202,0.043
48113017301,0.045
48113017303,0.054000000000000006
48113017304,0.049
48113017305,0.044000000000000004
48113017306,0.045
48113017400,0.06
48113017500,0.067
48113017602,0.052000000000000005
48113017604,0.05
48113017605,0.038
48113017606,0.044000000000000004
48113017702,0.055
48113017703,0.052000000000000005
48113017704,0.057
48113017804,0.059000000000000004
48113017805,0.057999999999999996
48113017806,0.053
48113017807,0.044000000000000004
48113017808,0.057999999999999996
48113017811,0.065
48113017812,0.054000000000000006
48113017813,0.042
48113017814,0.055999999999999994
48113017900,0.054000000000000006
48113018001,0.061
48113018002,0.054000000000000006
48113018104,0.061
48113018105,0.046
48113018110,0.098
48113018111,0.055
48113018118,0.053
48113018120,0.046
48113018121,0.044000000000000004
48113018122,0.05
48113018123,0.049
48113018124,0.049
48113018126,0.063
48113018127,0.054000000000000006
48113018128,0.048
48113018129,0.079
48113018130,0.053
48113018132,0.057999999999999996
48113018133,0.057999999999999996
48113018134,0.053
48113018135,0.052000000000000005
48113018136,0.067
48113018137,0.048
48113018138,0.042
48113018139,0.052000000000000005
48113018140,0.053
48113018141,0.043
48113018142,0.055
48113018203,0.040999999999999995
48113018204,0.04
48113018205,0.04
48113018206,0.047
48113018300,0.053
48113018401,0.057
48113018402,0.08199999999999999
48113018403,0.042
48113018501,0.055999999999999994
48113018503,0.03
48113018505,0.031
48113018506,0.026000000000000002
48113018600,0.07200000000000001
48113018700,0.046
48113018801,0.054000000000000006
48113018802,0.052000000000000005
48113018900,0.051
48113019004,0.055
48113019013,0.031
48113019014,0.047
48113019016,0.046
48113019018,0.05
48113019019,0.039
48113019020,0.061
48113019021,0.053
48113019023,0.068
48113019024,0.061
48113019025,0.057999999999999996
48113019026,0.077
48113019027,0.045
48113019028,0.053
48113019029,0.057999999999999996
48113019031,0.063
48113019032,0.045
48113019033,0.042
48113019034,0.042
48113019035,0.038
48113019036,0.07
48113019037,0.067
48113019038,0.023
48113019039,0.063
48113019040,0.046
48113019041,0.07400000000000001
48113019042,0.052000000000000005
48113019043,0.066
48113019100,0.061
48113019202,0.057
48113019203,0.085
48113019204,0.045
48113019205,0.092
48113019206,0.063
48113019208,0.036000000000000004
48113019210,0.087
48113019211,0.078
48113019212,0.022000000000000002
48113019213,0.064
48113019301,0.068
48113019302,0.027999999999999997
48113019400,0.059000000000000004
48113019501,0.071
48113019502,0.071
48113019600,0.076
48113019700,0.09
48113019800,0.09
48113019900,0.04
48113020000,0.048
48113020100,0.052000000000000005
48113020200,0.066
48113020300,0.061
48113020400,0.033
48113020500,0.047
48113020600,0.087
48113020700,0.069
48113980000,
48113980100,
48115950401,0.07400000000000001
48115950402,0.036000000000000004
48115950500,0.067
48115950600,0.07400000000000001
48117950300,0.064
48117950400,0.055
48117950500,0.046
48117950600,0.067
48119950100,0.084
48119950200,0.08
48121020103,0.065
48121020104,0.057
48121020105,0.042
48121020106,0.047
48121020107,0.055
48121020108,0.038
48121020109,0.039
48121020110,0.040999999999999995
48121020111,0.045
48121020112,0.043
48121020113,0.039
48121020114,0.047
48121020115,0.055
48121020202,0.062
48121020203,0.055999999999999994
48121020204,0.067
48121020205,0.069
48121020303,0.063
48121020305,0.075
48121020306,0.043
48121020307,0.057999999999999996
48121020308,0.046
48121020309,0.062
48121020310,0.125
48121020401,0.047
48121020402,0.084
48121020403,0.05
48121020503,0.05
48121020504,0.043
48121020505,0.073
48121020506,0.07
48121020601,0.035
48121020602,0.045
48121020700,0.04
48121020800,0.027999999999999997
48121020900,0.018000000000000002
48121021000,0.016
48121021100,0.021
48121021201,0.028999999999999998
48121021202,0.045
48121021301,0.013999999999999999
48121021303,0.06
48121021304,0.052000000000000005
48121021305,0.07400000000000001
48121021403,0.06
48121021404,0.06
48121021405,0.044000000000000004
48121021406,0.055
48121021407,0.048
48121021408,0.049
48121021409,0.057999999999999996
48121021502,0.055
48121021505,0.054000000000000006
48121021512,0.065
48121021513,0.07400000000000001
48121021514,0.066
48121021515,0.07200000000000001
48121021516,0.05
48121021517,0.027999999999999997
48121021518,0.052000000000000005
48121021519,0.044000000000000004
48121021520,0.053
48121021521,0.055
48121021522,0.038
48121021523,0.048
48121021524,0.048
48121021525,0.044000000000000004
48121021526,0.046
48121021527,0.052000000000000005
48121021611,0.053
48121021612,0.057
48121021613,0.042
48121021614,0.051
48121021615,0.052000000000000005
48121021616,0.045
48121021618,0.053
48121021619,0.039
48121021620,0.026000000000000002
48121021621,0.065
48121021622,0.052000000000000005
48121021623,0.035
48121021624,0.037000000000000005
48121021625,0.045
48121021626,0.054000000000000006
48121021627,0.059000000000000004
48121021628,0.052000000000000005
48121021629,0.06
48121021630,0.049
48121021631,0.055999999999999994
48121021632,0.063
48121021633,0.063
48121021634,0.027999999999999997
48121021635,0.034
48121021636,0.031
48121021637,0.038
48121021638,0.038
48121021715,0.052000000000000005
48121021716,0.055999999999999994
48121021717,0.07200000000000001
48121021718,0.055
48121021719,0.063
48121021720,0.048
48121021721,0.053
48121021722,0.054000000000000006
48121021723,0.045
48121021724,0.055999999999999994
48121021725,0.053
48121021726,0.055999999999999994
48121021727,0.052000000000000005
48121021728,0.046
48121021729,0.049
48121021730,0.054000000000000006
48121021731,0.049
48121021732,0.040999999999999995
48121021733,0.035
48121021734,0.03
48121021735,0.027000000000000003
48121021736,0.027000000000000003
48121021737,0.04
48121021738,0.040999999999999995
48121021739,0.027999999999999997
48121021740,0.037000000000000005
48121021741,0.062
48121021742,0.049
48121021743,0.057
48121021744,0.049
48121021745,0.043
48121021746,0.067
48121021747,0.059000000000000004
48121021748,0.061
48121021749,0.06
48121021750,0.067
48121021751,0.042
48121021752,0.049
48121021753,0.059000000000000004
48121021800,0.065
48121021900,0.047
48123970100,0.08
48123970200,0.062
48123970300,0.079
48123970400,0.08
48123970500,0.085
48125950300,0.076
48127950200,0.057999999999999996
48127950400,0.067
48129950200,0.073
48129950300,0.09300000000000001
48131950100,0.052000000000000005
48131950200,0.057
48131950500,0.07
48133950100,0.075
48133950200,0.081
48133950300,0.078
48133950400,0.096
48133950500,0.087
48135000100,0.064
48135000300,0.065
48135000400,0.068
48135000500,0.06
48135000600,0.05
48135000700,0.046
48135000800,0.055
48135001000,0.057999999999999996
48135001100,0.052000000000000005
48135001300,0.052000000000000005
48135001500,0.046
48135001600,0.062
48135001700,0.067
48135001800,0.055
48135001900,0.052000000000000005
48135002000,0.054000000000000006
48135002200,0.051
48135002300,0.055999999999999994
48135002400,0.07
48135002501,0.046
48135002502,0.064
48135002503,0.048
48135002700,0.054000000000000006
48135002801,0.046
48135002802,0.05
48135002900,0.064
48135003000,0.055
48135003100,0.054000000000000006
48137950300,0.079
48141000101,0.066
48141000106,0.06
48141000107,0.055999999999999994
48141000108,0.053
48141000109,0.057
48141000110,0.055999999999999994
48141000111,0.062
48141000112,0.059000000000000004
48141000204,0.059000000000000004
48141000205,0.055999999999999994
48141000206,0.063
48141000207,0.045
48141000208,0.042
48141000301,0.05
48141000302,0.055
48141000401,0.069
48141000403,0.054000000000000006
48141000404,0.036000000000000004
48141000600,0.055999999999999994
48141000800,0.052000000000000005
48141000900,0.055
48141001001,0.06
48141001002,0.059000000000000004
48141001104,0.055
48141001107,0.061
48141001109,0.086
48141001110,0.065
48141001111,0.042
48141001112,0.065
48141001113,0.055
48141001114,0.055
48141001115,0.038
48141001201,0.049
48141001202,0.049
48141001203,0.055999999999999994
48141001301,0.063
48141001302,0.067
48141001400,0.040999999999999995
48141001501,0.063
48141001502,0.057999999999999996
48141001600,0.05
48141001700,0.068
48141001800,0.065
48141001900,0.061
48141002000,0.059000000000000004
48141002100,0.064
48141002201,0.069
48141002202,0.055
48141002300,0.057999999999999996
48141002400,0.057999999999999996
48141002500,0.064
48141002600,0.06
48141002800,0.052000000000000005
48141002900,0.051
48141003000,0.057999999999999996
48141003100,0.069
48141003200,0.062
48141003300,0.066
48141003402,0.049
48141003403,0.055
48141003404,0.069
48141003501,0.057999999999999996
48141003502,0.052000000000000005
48141003601,0.062
48141003602,0.059000000000000004
48141003701,0.064
48141003702,0.06
48141003801,0.063
48141003803,0.053
48141003804,0.05
48141003901,0.057
48141003902,0.057
48141003903,0.047
48141004002,0.046
48141004003,0.042
48141004004,0.053
48141004103,0.047
48141004104,0.057999999999999996
48141004105,0.063
48141004106,0.059000000000000004
48141004107,0.064
48141004201,0.062
48141004202,0.057999999999999996
48141004303,0.065
48141004307,0.055999999999999994
48141004309,0.046
48141004310,0.055999999999999994
48141004311,0.064
48141004312,0.064
48141004313,0.052000000000000005
48141004314,0.046
48141004316,0.044000000000000004
48141004317,0.034
48141004318,0.07
48141004319,0.042
48141004320,0.040999999999999995
48141010101,0.019
48141010102,0.012
48141010103,0.015
48141010203,0.04
48141010207,0.036000000000000004
48141010210,0.032
48141010211,0.049
48141010212,0.036000000000000004
48141010213,0.043
48141010214,0.054000000000000006
48141010215,0.040999999999999995
48141010216,0.045
48141010217,0.042
48141010218,0.044000000000000004
48141010219,0.05
48141010220,0.042
48141010221,0.042
48141010222,0.055
48141010303,0.064
48141010307,0.053
48141010311,0.047
48141010312,0.051
48141010316,0.05
48141010317,0.047
48141010319,0.05
48141010322,0.038
48141010323,0.039
48141010324,0.035
48141010325,0.034
48141010326,0.054000000000000006
48141010327,0.045
48141010328,0.040999999999999995
48141010329,0.032
48141010330,0.032
48141010331,0.031
48141010332,0.032
48141010333,0.032
48141010334,0.033
48141010335,0.035
48141010336,0.033
48141010337,0.036000000000000004
48141010338,0.038
48141010339,0.031
48141010340,0.043
48141010341,0.035
48141010342,0.03
48141010343,0.046
48141010344,0.039
48141010345,0.035
48141010346,0.048
48141010347,0.040999999999999995
48141010401,0.048
48141010404,0.046
48141010405,0.043
48141010406,0.037000000000000005
48141010407,0.038
48141010408,0.046
48141010409,0.038
48141010501,0.044000000000000004
48141010502,0.051
48141010504,0.045
48141010505,0.051
48141010506,0.037000000000000005
48141010600,0.021
48141980000,
48139060101,0.054000000000000006
48139060102,0.057999999999999996
48139060204,0.059000000000000004
48139060206,0.059000000000000004
48139060207,0.055
48139060208,0.063
48139060209,0.062
48139060210,0.065
48139060211,0.065
48139060212,0.048
48139060213,0.061
48139060214,0.054000000000000006
48139060300,0.057999999999999996
48139060400,0.057
48139060500,0.055999999999999994
48139060600,0.067
48139060701,0.043
48139060702,0.06
48139060703,0.059000000000000004
48139060801,0.061
48139060802,0.059000000000000004
48139060803,0.06
48139060900,0.061
48139061000,0.066
48139061100,0.063
48139061200,0.057999999999999996
48139061300,0.062
48139061400,0.066
48139061500,0.06
48139061600,0.05
48139061700,0.067
48143950100,0.081
48143950201,0.065
48143950202,0.068
48143950300,0.066
48143950400,0.057
48143950500,0.040999999999999995
48143950600,0.055
48143950700,0.076
48145000200,0.073
48145000300,0.071
48145000400,0.049
48145000500,0.07400000000000001
48145000700,0.08199999999999999
48145000800,0.064
48147950100,0.08199999999999999
48147950300,0.08199999999999999
48147950401,0.043
48147950402,0.085
48147950500,0.084
48147950600,0.075
48147950701,0.07200000000000001
48147950702,0.068
48147950800,0.084
48149970100,0.10099999999999999
48149970200,0.086
48149970300,0.08
48149970400,0.081
48149970500,0.083
48149970600,0.08900000000000001
48149970700,0.08900000000000001
48151950300,0.08800000000000001
48151950400,0.084
48153950500,0.077
48153950600,0.073
48155950100,0.09
48157670101,0.040999999999999995
48157670102,0.044000000000000004
48157670200,0.045
48157670300,0.052000000000000005
48157670400,0.05
48157670500,0.05
48157670601,0.049
48157670602,0.046
48157670700,0.048
48157670800,0.039
48157670901,0.052000000000000005
48157670902,0.035
48157671001,0.084
48157671002,0.062
48157671100,0.051
48157671200,0.045
48157671300,0.044000000000000004
48157671400,0.034
48157671501,0.053
48157671502,0.047
48157671601,0.052000000000000005
48157671602,0.054000000000000006
48157671700,0.092
48157671800,0.049
48157671900,0.069
48157672001,0.047
48157672002,0.044000000000000004
48157672100,0.081
48157672200,0.068
48157672301,0.038
48157672302,0.055999999999999994
48157672400,0.044000000000000004
48157672500,0.046
48157672601,0.040999999999999995
48157672602,0.040999999999999995
48157672701,0.039
48157672702,0.044000000000000004
48157672800,0.037000000000000005
48157672900,0.037000000000000005
48157673001,0.06
48157673002,0.052000000000000005
48157673003,0.047
48157673101,0.048
48157673102,0.055
48157673200,0.055999999999999994
48157673300,0.08
48157673400,0.054000000000000006
48157673500,0.061
48157673600,0.067
48157673700,0.039
48157673800,0.042
48157673901,0.053
48157673902,0.040999999999999995
48157674000,0.062
48157674100,0.06
48157674200,0.061
48157674300,0.049
48157674400,0.047
48157674501,0.047
48157674502,0.047
48157674601,0.081
48157674602,0.055999999999999994
48157674603,0.052000000000000005
48157674604,0.043
48157674700,0.048
48157674800,0.054000000000000006
48157674900,0.048
48157675000,0.045
48157675100,0.052000000000000005
48157675200,0.055
48157675300,0.055999999999999994
48157675400,0.053
48157675500,0.047
48157675600,0.06
48157675700,0.064
48157675800,0.065
48159950100,0.084
48159950200,0.07
48159950300,0.086
48161000100,0.077
48161000200,0.084
48161000300,0.07
48161000400,0.079
48161000600,0.066
48161000700,0.068
48161000900,0.08800000000000001
48163950100,0.061
48163950200,0.042
48163950300,0.043
48165950100,0.061
48165950200,0.046
48165950300,0.063
48167720100,0.07400000000000001
48167720200,0.087
48167720301,0.08800000000000001
48167720302,0.069
48167720400,0.061
48167720501,0.063
48167720502,0.055999999999999994
48167720503,0.047
48167720600,0.048
48167720700,0.054000000000000006
48167720800,0.068
48167720900,0.063
48167721000,0.079
48167721100,0.049
48167721201,0.051
48167721202,0.049
48167721300,0.062
48167721400,0.065
48167721500,0.07200000000000001
48167721600,0.065
48167721700,0.054000000000000006
48167721800,0.067
48167721900,0.059000000000000004
48167722001,0.061
48167722002,0.069
48167722100,0.073
48167722200,0.065
48167722300,0.055999999999999994
48167722600,0.059000000000000004
48167722700,0.071
48167722800,0.067
48167722900,0.07400000000000001
48167723000,0.069
48167723100,0.068
48167723200,0.068
48167723300,0.069
48167723400,0.069
48167723501,0.071
48167723502,0.066
48167723600,0.068
48167723700,0.057999999999999996
48167723800,0.086
48167723900,0.084
48167724000,0.023
48167724101,0.076
48167724200,0.047
48167724300,0.057999999999999996
48167724400,0.07
48167724500,0.052000000000000005
48167724600,0.045
48167724700,0.06
48167724800,0.068
48167724900,0.064
48167725000,0.057999999999999996
48167725100,0.063
48167725200,0.05
48167725300,0.066
48167725400,0.057999999999999996
48167725500,0.095
48167725600,0.063
48167725700,0.085
48167725800,0.059000000000000004
48167725900,0.055
48167726000,0.079
48167726100,0.091
48167726200,0.06
48167990000,
48169950100,0.052000000000000005
48171950100,0.09300000000000001
48171950200,0.105
48171950300,0.094
48171950400,0.09300000000000001
48171950500,0.1
48173950100,0.069
48175960100,0.077
48175960200,0.08199999999999999
48177000100,0.064
48177000200,0.07400000000000001
48177000300,0.066
48177000400,0.061
48177000500,0.062
48177000600,0.07400000000000001
48179950100,0.069
48179950300,0.087
48179950400,0.081
48179950500,0.065
48179950600,0.062
48179950700,0.063
48179950800,0.06
48181000101,0.076
48181000102,0.076
48181000200,0.069
48181000302,0.079
48181000303,0.095
48181000304,0.09
48181000400,0.077
48181000501,0.078
48181000502,0.065
48181000600,0.08199999999999999
48181000700,0.068
48181000800,0.09
48181000901,0.076
48181000902,0.08199999999999999
48181001101,0.064
48181001102,0.08
48181001200,0.07400000000000001
48181001300,0.07400000000000001
48181001400,0.046
48181001500,0.059000000000000004
48181001700,0.064
48181001801,0.069
48181001802,0.07200000000000001
48181001803,0.073
48181001900,0.07
48181002000,0.049
48183000200,0.09699999999999999
48183000300,0.08900000000000001
48183000401,0.054000000000000006
48183000402,0.086
48183000501,0.083
48183000502,0.063
48183000600,0.07200000000000001
48183000700,0.07400000000000001
48183000800,0.053
48183000900,0.055999999999999994
48183001000,0.057999999999999996
48183001100,0.057
48183001200,0.047
48183001300,0.045
48183001400,0.05
48183001500,0.046
48183010100,0.071
48183010200,0.069
48183010301,0.055999999999999994
48183010302,0.063
48183010400,0.068
48183010500,0.07400000000000001
48183010600,0.079
48183010700,0.044000000000000004
48183980000,
48185180101,0.057
48185180102,0.07
48185180200,0.07400000000000001
48185180301,0.076
48185180302,0.07400000000000001
48185180400,0.039
48187210100,0.063
48187210200,0.052000000000000005
48187210300,0.051
48187210400,0.09699999999999999
48187210504,0.059000000000000004
48187210505,0.043
48187210506,0.07
48187210507,0.059000000000000004
48187210508,0.055999999999999994
48187210603,0.068
48187210604,0.062
48187210606,0.071
48187210607,0.057
48187210608,0.06
48187210705,0.073
48187210706,0.067
48187210707,0.048
48187210708,0.055
48187210709,0.062
48187210710,0.068
48187210711,0.057999999999999996
48187210712,0.059000000000000004
48187210713,0.043
48187210714,0.048
48187210801,0.078
48187210803,0.073
48187210804,0.073
48187210901,0.07200000000000001
48187210902,0.086
48189950100,0.051
48189950200,0.049
48189950300,0.078
48189950400,0.05
48189950500,0.053
48189950600,0.045
48189950700,0.067
48189950800,0.067
48189950900,0.073
48191950500,0.086
48193950100,0.084
48193950200,0.094
48193950300,0.095
48195950100,0.069
48195950300,0.068
48197950100,0.081
48199030100,0.071
48199030200,0.07200000000000001
48199030300,0.066
48199030400,0.07
48199030501,0.07
48199030502,0.065
48199030600,0.066
48199030700,0.078
48199030800,0.073
48199030900,0.069
48199031000,0.071
48201100000,0.040999999999999995
48201210100,0.021
48201210400,0.046
48201210500,0.048
48201210600,0.055999999999999994
48201210700,0.047
48201210800,0.048
48201210900,0.057999999999999996
48201211000,0.06
48201211100,0.05
48201211200,0.057999999999999996
48201211300,0.055999999999999994
48201211400,0.042
48201211500,0.043
48201211600,0.05
48201211700,0.057999999999999996
48201211900,0.045
48201212300,0.046
48201212400,0.046
48201212500,0.076
48201220100,0.052000000000000005
48201220200,0.044000000000000004
48201220300,0.042
48201220400,0.039
48201220500,0.062
48201220600,0.039
48201220700,0.044000000000000004
48201220800,0.046
48201220900,0.04
48201221000,0.040999999999999995
48201221100,0.039
48201221200,0.043
48201221300,0.04
48201221400,0.037000000000000005
48201221500,0.038
48201221600,0.046
48201221700,0.037000000000000005
48201221800,0.035
48201221900,0.040999999999999995
48201222000,0.039
48201222100,0.044000000000000004
48201222200,0.040999999999999995
48201222300,0.043
48201222401,0.038
48201222402,0.040999999999999995
48201222501,0.033
48201222502,0.045
48201222503,0.033
48201222600,0.032
48201222700,0.051
48201222800,0.039
48201222900,0.044000000000000004
48201223001,0.044000000000000004
48201223002,0.042
48201223100,0.045
48201230100,0.06
48201230200,0.06
48201230300,0.061
48201230400,0.053
48201230500,0.046
48201230600,0.057999999999999996
48201230700,0.055999999999999994
48201230800,0.061
48201230900,0.059000000000000004
48201231000,0.055999999999999994
48201231100,0.045
48201231200,0.043
48201231300,0.053
48201231400,0.07400000000000001
48201231500,0.069
48201231600,0.068
48201231700,0.039
48201231800,0.052000000000000005
48201231900,0.057
48201232000,0.05
48201232100,0.042
48201232200,0.04
48201232301,0.038
48201232302,0.037000000000000005
48201232401,0.045
48201232402,0.042
48201232403,0.039
48201232500,0.05
48201232600,0.052000000000000005
48201232701,0.037000000000000005
48201232702,0.046
48201232800,0.037000000000000005
48201232900,0.045
48201233001,0.046
48201233002,0.05
48201233003,0.07200000000000001
48201233101,0.043
48201233102,0.035
48201233103,0.035
48201233200,0.051
48201233300,0.039
48201233400,0.052000000000000005
48201233500,0.048
48201233600,0.057999999999999996
48201233701,0.05
48201233702,0.042
48201233703,0.046
48201240100,0.03
48201240400,0.043
48201240501,0.027999999999999997
48201240502,0.026000000000000002
48201240600,0.024
48201240701,0.031
48201240702,0.03
48201240801,0.040999999999999995
48201240802,0.051
48201240901,0.039
48201240902,0.044000000000000004
48201241000,0.049
48201241101,0.048
48201241102,0.043
48201241103,0.040999999999999995
48201241200,0.047
48201241300,0.053
48201241400,0.052000000000000005
48201241500,0.036000000000000004
48201250100,0.047
48201250200,0.037000000000000005
48201250301,0.031
48201250302,0.042
48201250401,0.044000000000000004
48201250402,0.048
48201250500,0.045
48201250600,0.051
48201250701,0.055
48201250702,0.06
48201250800,0.069
48201250900,0.07400000000000001
48201251000,0.067
48201251100,0.077
48201251200,0.067
48201251300,0.075
48201251401,0.053
48201251402,0.055
48201251501,0.052000000000000005
48201251502,0.07
48201251503,0.057
48201251600,0.062
48201251700,0.06
48201251800,0.065
48201251901,0.057
48201251902,0.063
48201252000,0.045
48201252100,0.055999999999999994
48201252200,0.037000000000000005
48201252301,0.035
48201252302,0.036000000000000004
48201252400,0.051
48201252500,0.045
48201252600,0.047
48201252700,0.061
48201252800,0.057
48201252900,0.063
48201253000,0.055
48201253100,0.04
48201253200,0.059000000000000004
48201253300,0.07200000000000001
48201253400,0.095
48201253500,0.049
48201253600,0.063
48201253700,0.064
48201253800,0.05
48201253900,0.064
48201254000,0.06
48201254100,0.055999999999999994
48201254200,0.045
48201254300,0.048
48201254400,0.043
48201254500,0.05
48201254600,0.048
48201254700,0.061
48201310100,0.038
48201310200,0.035
48201310300,0.045
48201310400,0.049
48201310500,0.044000000000000004
48201310600,0.042
48201310700,0.045
48201310800,0.04
48201310900,0.044000000000000004
48201311000,0.045
48201311100,0.047
48201311200,0.043
48201311300,0.044000000000000004
48201311400,0.046
48201311500,0.038
48201311600,0.025
48201311700,0.033
48201311800,0.038
48201311900,0.044000000000000004
48201312000,0.028999999999999998
48201312100,0.008
48201312200,0.054000000000000006
48201312300,0.055
48201312400,0.055999999999999994
48201312500,0.037000000000000005
48201312600,0.047
48201312700,0.055999999999999994
48201312800,0.033
48201312900,0.051
48201313000,0.055
48201313100,0.054000000000000006
48201313200,0.066
48201313300,0.066
48201313400,0.055
48201313500,0.057999999999999996
48201313600,0.055
48201313700,0.069
48201313800,0.051
48201313900,0.026000000000000002
48201314001,0.036000000000000004
48201314002,0.025
48201314300,0.036000000000000004
48201314400,0.027999999999999997
48201320100,0.038
48201320200,0.039
48201320500,0.040999999999999995
48201320601,0.038
48201320602,0.044000000000000004
48201320700,0.048
48201320800,0.043
48201320900,0.043
48201321000,0.049
48201321100,0.037000000000000005
48201321200,0.034
48201321300,0.038
48201321401,0.044000000000000004
48201321402,0.043
48201321500,0.035
48201321600,0.051
48201321700,0.061
48201321800,0.044000000000000004
48201321900,0.045
48201322000,0.027000000000000003
48201322100,0.042
48201322200,0.040999999999999995
48201322600,0.049
48201322700,0.048
48201322800,0.046
48201322900,0.038
48201323000,0.037000000000000005
48201323100,0.038
48201323200,0.053
48201323300,0.043
48201323400,0.045
48201323500,0.037000000000000005
48201323600,0.057999999999999996
48201323701,0.075
48201323702,0.052000000000000005
48201323801,0.061
48201323802,0.057999999999999996
48201323900,0.06
48201324000,0.057999999999999996
48201324100,0.040999999999999995
48201324200,0.044000000000000004
48201330100,0.043
48201330200,0.048
48201330301,0.032
48201330302,0.05
48201330303,0.04
48201330400,0.046
48201330500,0.048
48201330600,0.051
48201330700,0.037000000000000005
48201330800,0.037000000000000005
48201330900,0.036000000000000004
48201331100,0.054000000000000006
48201331200,0.062
48201331300,0.07
48201331400,0.054000000000000006
48201331500,0.066
48201331601,0.055999999999999994
48201331602,0.043
48201331700,0.066
48201331800,0.055999999999999994
48201331900,0.067
48201332000,0.057999999999999996
48201332100,0.05
48201332200,0.054000000000000006
48201332300,0.06
48201332400,0.067
48201332500,0.057999999999999996
48201332600,0.051
48201332700,0.044000000000000004
48201332800,0.038
48201332900,0.044000000000000004
48201333000,0.044000000000000004
48201333100,0.043
48201333201,0.039
48201333202,0.038
48201333300,0.032
48201333500,0.039
48201333600,0.055
48201333700,0.043
48201333800,0.043
48201333901,0.032
48201333902,0.038
48201334001,0.043
48201334002,0.034
48201334003,0.054000000000000006
48201334100,0.04
48201340100,0.034
48201340201,0.062
48201340202,0.054000000000000006
48201340203,0.066
48201340301,0.068
48201340302,0.071
48201340400,0.086
48201340500,0.057999999999999996
48201340600,0.085
48201340700,0.057
48201340800,0.054000000000000006
48201340900,0.035
48201341000,0.052000000000000005
48201341100,0.039
48201341201,0.038
48201341202,0.078
48201341301,0.057
48201341302,0.035
48201341400,0.076
48201341501,0.06
48201341502,0.055999999999999994
48201341600,0.061
48201341700,0.07
48201341800,0.066
48201342001,0.059000000000000004
48201342002,0.051
48201342100,0.053
48201342200,0.051
48201342300,0.048
48201342400,0.043
48201342500,0.071
48201342700,0.066
48201342800,0.054000000000000006
48201342900,0.064
48201343000,0.048
48201343100,0.057
48201343200,0.051
48201343301,0.052000000000000005
48201343302,0.051
48201343600,0.068
48201343700,0.057999999999999996
48201350100,0.055
48201350200,0.052000000000000005
48201350300,0.064
48201350400,0.045
48201350500,0.043
48201350601,0.046
48201350602,0.045
48201350700,0.071
48201350801,0.052000000000000005
48201350802,0.045
48201410100,0.039
48201410200,0.034
48201410300,0.051
48201410401,0.055999999999999994
48201410402,0.048
48201410500,0.044000000000000004
48201410600,0.032
48201410701,0.049
48201410702,0.04
48201410800,0.042
48201410900,0.044000000000000004
48201411000,0.055
48201411100,0.077
48201411200,0.09
48201411300,0.055999999999999994
48201411400,0.1
48201411501,0.048
48201411502,0.044000000000000004
48201411600,0.075
48201411700,0.031
48201411800,0.07
48201411900,0.065
48201412000,0.07200000000000001
48201412100,0.012
48201412200,0.055999999999999994
48201412300,0.073
48201412400,0.07
48201412500,0.063
48201412600,0.063
48201412700,0.076
48201412800,0.06
48201412900,0.066
48201413000,0.06
48201413100,0.069
48201413201,0.049
48201413202,0.051
48201413300,0.057
48201420100,0.032
48201420200,0.053
48201420300,0.066
48201420400,0.069
48201420500,0.036000000000000004
48201420600,0.065
48201420700,0.085
48201420800,0.08199999999999999
48201420900,0.069
48201421000,0.065
48201421101,0.027000000000000003
48201421102,0.024
48201421201,0.023
48201421202,0.024
48201421300,0.031
48201421401,0.023
48201421402,0.025
48201421403,0.032
48201421500,0.035
48201421600,0.03
48201421700,0.067
48201421800,0.055999999999999994
48201421900,0.094
48201422000,0.08
48201422100,0.062
48201422200,0.045
48201422301,0.035
48201422302,0.054000000000000006
48201422401,0.061
48201422402,0.045
48201422500,0.055999999999999994
48201422600,0.064
48201422701,0.047
48201422702,0.057
48201422800,0.059000000000000004
48201422900,0.045
48201423000,0.037000000000000005
48201423100,0.026000000000000002
48201423201,0.055
48201423202,0.037000000000000005
48201423301,0.071
48201423302,0.062
48201423401,0.051
48201423402,0.043
48201423500,0.064
48201423600,0.049
48201430100,0.08199999999999999
48201430200,0.062
48201430300,0.08199999999999999
48201430400,0.083
48201430500,0.073
